#      name         ra(2000.0)  dec(2000.0)   g   gerr   r   rerr   i   ierr    z     zerr
J122710.4+214126 12 27 10.445 +21 41 26.218 20.95 0.03 20.27 0.03 20.85 0.03 0.76027 0.00050
J122711.4+214737 12 27 11.474 +21 47 37.169 20.93 0.03 19.23 0.03 18.92 0.03 -0.00020 0.00050
J122712.2+220237 12 27 12.250 +22 02 37.514 17.65 0.03 18.03 0.03 17.71 0.03 0.00002 0.00050
J122716.2+215001 12 27 16.212 +21 50 01.943 21.02 0.03 20.04 0.03 20.05 0.03 0.72646 0.00050
J122719.5+215109 12 27 19.567 +21 51 09.227 22.41 0.03 20.36 0.03 19.82 0.03 0.56736 0.00050
J122723.6+215528 12 27 23.698 +21 55 28.578 20.34 0.03 18.42 0.03 18.20 0.03 0.31538 0.00050
J122724.9+214844 12 27 24.998 +21 48 44.557 19.22 0.03 18.02 0.03 16.84 0.03 -0.00002 0.00050
J122728.0+214626 12 27 28.090 +21 46 26.821 20.95 0.03 18.84 0.03 18.52 0.03 0.43410 0.00050
J122730.4+220142 12 27 30.478 +22 01 42.661 20.20 0.03 18.34 0.03 18.10 0.03 0.32243 0.00050
J122730.8+215807 12 27 30.898 +21 58 07.565 20.56 0.03 19.23 0.03 19.10 0.03 0.16072 0.00050
J122737.8+214416 12 27 37.838 +21 44 16.757 22.51 0.03 20.29 0.03 19.78 0.03 0.58560 0.00050
J122739.9+220610 12 27 39.907 +22 06 10.552 21.94 0.03 21.51 0.03 21.80 0.03 2.59212 0.00050
J122740.5+215424 12 27 40.558 +21 54 24.455 21.68 0.03 19.30 0.03 19.00 0.03 0.46118 0.00050
J122740.6+220438 12 27 40.666 +22 04 38.957 18.14 0.03 17.44 0.03 17.47 0.03 0.03209 0.00050
J122740.8+215059 12 27 40.858 +21 50 59.204 21.10 0.03 20.51 0.03 20.54 0.03 0.00032 0.00050
J122741.5+215741 12 27 41.542 +21 57 41.436 21.48 0.03 19.32 0.03 19.02 0.03 0.00000 0.00050
J122742.0+220234 12 27 42.048 +22 02 34.559 20.59 0.03 19.20 0.03 19.05 0.03 0.16054 0.00050
J122743.6+215540 12 27 43.637 +21 55 40.174 19.41 0.03 19.31 0.03 19.43 0.03 2.48004 0.00050
J122749.1+220618 12 27 49.140 +22 06 18.320 17.81 0.03 17.11 0.03 17.13 0.03 0.06637 0.00050
J122749.4+215519 12 27 49.445 +21 55 19.625 21.71 0.03 19.45 0.03 18.99 0.03 0.45879 0.00050
J122750.5+220623 12 27 50.530 +22 06 23.674 18.19 0.03 20.62 0.03 17.96 0.03 0.69473 0.00050
J122752.2+220425 12 27 52.229 +22 04 25.957 18.25 0.03 17.64 0.03 17.38 0.03 0.06581 0.00050
J122752.3+214015 12 27 52.313 +21 40 15.460 22.12 0.03 21.87 0.03 21.90 0.03 2.33051 0.00050
J122758.1+214541 12 27 58.138 +21 45 41.767 22.37 0.03 20.11 0.03 19.73 0.03 0.54461 0.00050
J122759.9+215918 12 27 59.942 +21 59 18.784 21.43 0.03 19.13 0.03 18.58 0.03 0.57298 0.00050
