# myra_match mydec_match nedra_match neddec_match ned_z bpz_z bpz_odds d2d_pix d2d_arcsec
186.7715174421638 21.730374579286636 186.7714708333333 21.730359999999997 2.46813 1.88 1.0 0.8223370190613538 0.16446740381227076
186.7859619443031 21.925819677647397 186.78594166666662 21.925826111111114 0.55613 0.63 1.0 0.3578515904130951 0.07157031808261903
186.78639032413497 21.85484955938233 186.7863208333333 21.85485388888889 0.66368 0.67 1.0 1.163549535685851 0.2327099071371702
186.79256163724304 22.026749963543878 186.7926 22.02682 0.65382 0.69 1.0 1.4138658193085274 0.2827731638617055
186.79356829926806 21.690648745917535 186.7935208333333 21.69061611111111 0.76027 1.75 0.99761 0.9875888159503262 0.19751776319006525
186.79779118513468 21.793636832397013 186.79780833333328 21.793658055555557 -0.0002 0.4 1.0 0.477577194517235 0.095515438903447
186.80097600121547 22.0437154401321 186.80104166666663 22.04375388888889 2e-05 0.01 1.0 1.2958591934980845 0.2591718386996169
186.81756515936894 21.833893789437482 186.81754999999998 21.833873055555554 0.72646 0.8 1.0 0.45104746178914273 0.09020949235782855
186.83156348903935 21.85260587267287 186.83152916666663 21.852563055555557 0.56736 0.57 1.0 0.9606197532919231 0.1921239506583846
186.84876090207553 21.924608160224384 186.84874166666663 21.924605 0.31538 0.33 1.0 0.3261942939486551 0.06523885878973103
186.8541332191087 21.81210484265481 186.85415833333332 21.812376944444445 -2e-05 0.39 0.4651 4.915780869664842 0.9831561739329685
186.86705887300366 21.774150907722024 186.86704166666664 21.774116944444444 0.4341 0.45 1.0 0.6756174334886161 0.13512348669772323
186.87704682732453 22.02851116948702 186.87699166666664 22.028516944444444 0.32243 0.49 1.0 0.9262593900212651 0.18525187800425302
186.87875556509923 21.968775573121977 186.87874166666663 21.968768055555554 0.16072 0.3 0.99878 0.26858404526623664 0.05371680905324733
186.90770426478414 21.73801439417889 186.9076583333333 21.737988055555558 0.5856 0.58 1.0 0.902523072030588 0.18050461440611762
186.89394027044924 22.075836671741627 186.9162791666666 22.10293111111111 2.59212 0.39 0.4651 613.735292104868 122.74705842097362
186.91899008473132 21.906788714062728 186.9189916666666 21.906793055555553 0.46118 0.46 1.0 0.08249171186815953 0.016498342373631906
186.90846200496443 22.065162426412083 186.91944166666664 22.077488055555555 0.03209 0.39 0.4651 287.69187260193996 57.538374520388
186.92027165481565 21.849776528497657 186.92024166666664 21.84977888888889 0.00032 0.13 1.0 0.5028082214380645 0.10056164428761291
186.92313624142486 21.96152165261068 186.92309166666664 21.96151 0.0 0.49 1.0 0.7731195252250526 0.15462390504501053
186.92523747337228 22.043144586737522 186.92519999999996 22.042933055555558 0.16054 0.39 0.4651 3.85855106408458 0.7717102128169161
186.93185097211398 21.92782226142665 186.93182083333332 21.927826111111113 2.48004 0.08 1.0 0.5079993204036191 0.10159986408072381
186.9149558162496 22.059940160415533 186.95474999999996 22.10508888888889 0.06637 0.39 0.4651 1049.289541628455 209.85790832569103
186.9560412010021 21.922117419721477 186.9560208333333 21.922118055555558 0.45879 0.47 1.0 0.3403012087740004 0.06806024175480008
186.9149558162496 22.059940160415533 186.96054166666661 22.106576111111114 0.69473 0.39 0.4651 1132.6084237741356 226.52168475482716
186.93397387484006 22.042741433023856 186.9676208333333 22.073876944444443 0.06581 0.39 0.4651 793.1990487573908 158.63980975147817
186.94190321295667 21.689802800038606 186.9679708333333 21.67096111111111 2.33051 0.92 0.19609 552.3949748294738 110.47899496589477
186.9817055028577 21.765350115909797 186.99224166666664 21.761601944444443 0.54461 0.63 0.27001 188.61248405383895 37.722496810767794
186.97972930475086 21.9793826572929 186.9997583333333 21.98855111111111 0.57298 0.39 0.4651 372.8240136182701 74.56480272365403
