FILE            	FILTER            	DATE-OBS  	EXPTIME	
793598p_23C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_24C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_25C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_26C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_27C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_28C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_29C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_2C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_30C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_31C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_32C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_33C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_34C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_35C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_36C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_3C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_4C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_5C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_6C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_7C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_8C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_9C.fits 	r.MP9601          	2005-05-14	600.09 	
793600p_10C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_11C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_12C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_13C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_14C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_15C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_16C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_17C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_18C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_19C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_1C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_20C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_21C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_22C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_23C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_24C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_25C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_26C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_27C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_28C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_29C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_2C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_30C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_31C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_32C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_33C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_34C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_35C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_36C.fits	r.MP9601          	2005-05-14	600.05 	
793600p_3C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_4C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_5C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_6C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_7C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_8C.fits 	r.MP9601          	2005-05-14	600.05 	
793600p_9C.fits 	r.MP9601          	2005-05-14	600.05 	
793601p_10C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_11C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_12C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_13C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_14C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_15C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_16C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_17C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_18C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_19C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_1C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_20C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_21C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_22C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_23C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_24C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_25C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_26C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_27C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_28C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_29C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_2C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_30C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_31C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_32C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_33C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_34C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_35C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_36C.fits	r.MP9601          	2005-05-14	600.09 	
793601p_3C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_4C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_5C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_6C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_7C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_8C.fits 	r.MP9601          	2005-05-14	600.09 	
793601p_9C.fits 	r.MP9601          	2005-05-14	600.09 	
793602p_10C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_11C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_12C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_13C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_14C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_15C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_16C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_17C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_18C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_19C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_1C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_20C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_21C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_22C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_23C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_24C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_25C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_26C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_27C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_28C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_29C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_2C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_30C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_31C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_32C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_33C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_34C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_35C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_36C.fits	r.MP9601          	2005-05-14	600.10 	
793602p_3C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_4C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_5C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_6C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_7C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_8C.fits 	r.MP9601          	2005-05-14	600.10 	
793602p_9C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_10C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_11C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_12C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_13C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_14C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_15C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_16C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_17C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_18C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_19C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_1C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_20C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_21C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_22C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_23C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_24C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_25C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_26C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_27C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_28C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_29C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_2C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_30C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_31C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_32C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_33C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_34C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_35C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_36C.fits	r.MP9601          	2005-05-14	600.10 	
793603p_3C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_4C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_5C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_6C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_7C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_8C.fits 	r.MP9601          	2005-05-14	600.10 	
793603p_9C.fits 	r.MP9601          	2005-05-14	600.10 	
795861p_10C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_11C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_12C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_13C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_14C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_15C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_16C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_17C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_18C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_19C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_1C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_20C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_21C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_22C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_23C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_24C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_25C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_26C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_27C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_28C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_29C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_2C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_30C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_31C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_32C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_33C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_34C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_35C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_36C.fits	r.MP9601          	2005-05-27	60.07  	
795861p_3C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_4C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_5C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_6C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_7C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_8C.fits 	r.MP9601          	2005-05-27	60.07  	
795861p_9C.fits 	r.MP9601          	2005-05-27	60.07  	
