FILE            	MYPPRUN          	MYTYPE  	DOTHIS                      	TOTHIS  	
SUPA0108483.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108484.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108489.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108490.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108491.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108492.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108494.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108495.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108496.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108497.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108498.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108499.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108500.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108502.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108503.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108504.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108505.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108506.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108507.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108508.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108510.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108511.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108512.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108513.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108514.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108515.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108516.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108520.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108521.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108522.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108523.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108524.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108525.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108526.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108528.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108529.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108531.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108532.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108533.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108534.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108535.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108536.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108537.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108538.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108539.fits	2009-03-28_W-S-I+	SCIENCE 	SUPERFLAT2_2009-03-28_W-S-I+	Z2089   	
SUPA0108379.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108380.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108381.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108382.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108383.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108384.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108385.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108386.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108387.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108388.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108389.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108402.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108403.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108404.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108405.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108406.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108407.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108408.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108409.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108410.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108411.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108412.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108413.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108710.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108711.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108712.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108713.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108714.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108715.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0108716.fits	2009-03-28_W-S-I+	SKYFLAT 	FLAT                        	Z2089   	
SUPA0119343.fits	2010-03-12_BIAS  	BIAS    	BIAS_2010-03-12-2010-03-16  	Z2089   	
SUPA0119448.fits	2010-03-12_BIAS  	BIAS    	BIAS_2010-03-12-2010-03-16  	Z2089   	
SUPA0119534.fits	2010-03-12_BIAS  	BIAS    	BIAS_2010-03-12-2010-03-16  	Z2089   	
SUPA0119666.fits	2010-03-12_BIAS  	BIAS    	BIAS_2010-03-12-2010-03-16  	Z2089   	
SUPA0119813.fits	2010-03-12_BIAS  	BIAS    	BIAS_2010-03-12-2010-03-16  	Z2089   	
SUPA0119344.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119345.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119346.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119347.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119348.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119349.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119350.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119351.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119352.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119353.fits	2010-03-12_W-J-V 	DOMEFLAT	FLAT                        	Z2701   	
SUPA0119546.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119547.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119548.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119549.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119550.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119551.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119552.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119554.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119555.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119556.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119557.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119558.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119559.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119560.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119561.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119562.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119564.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119565.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119566.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119567.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119568.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
SUPA0119569.fits	2010-03-12_W-J-V 	SCIENCE 	SUPERFLAT2_2010-03-15_W-J-V 	Z2089   	
